Tabela 6957 - Produção, Valor da produção, Venda, Valor da venda e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por tipologia, produtos da lavoura temporária, condição do produtor em relação às terras e grupos de atividade econômica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Ano x Tipologia x Variável x Grupos de atividade econômica x Condição do produtor em relação às terras x Produtos da lavoura temporária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Área colhida nas lavouras temporárias (Hectares);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;Abacaxi;Abóbora, moranga, jerimum;Algodão herbáceo;Alho;Amendoim em casca;Arroz em casca;Aveia branca em grão;Batata-inglesa;Cana-de-açúcar;Cebola;Centeio em grão;Cevada em casca;Colza (canola);Ervilha em grão;Fava em grão;Feijão preto em grão;Feijão de cor em grão;Feijão fradinho em grão;Feijão verde;Fumo em folha seca;Gergelim (semente);Girassol (semente);Juta (fibra);Linho (fibra);Malva (fibra);Mamona;Mandioca (aipim, macaxeira);Melancia;Melão;Milho em grão;Rami (fibra);Soja em grão;Sorgo em grão;Sorgo vassoura;Tomate rasteiro (industrial);Trigo em grão;Trigo preto em grão;Triticale em grão;Forrageiras para corte;Cana forrageira;Milho forrageiro;Palma forrageira;Sorgo forrageiro;Outros produtos;Sementes de algodão (produzidas para plantio);Sementes de arroz (produzidas para plantio);Sementes de feijão (produzidas para plantio);Sementes de milho (produzidas para plantio);Sementes de soja (produzidas para plantio);Sementes de trigo (produzidas para plantio);Sementes de forrageiras (produzidas para plantio);Sementes de batata-inglesa (produzidas para plantio);Toletes de cana-de-açúcar (produzidas para plantio);Sementes e outras formas de propagação de outros produtos (produzidas para plantio)
3102407;Alvorada de Minas (MG);407;-;1;-;0;-;-;-;-;29;X;-;-;-;-;-;X;10;X;9;-;-;-;-;-;-;-;8;-;-;63;-;-;-;-;-;-;-;-;118;72;95;-;-;X;-;-;-;-;-;-;-;-;-;-
3102506;Amparo do Serra (MG);828;-;1;-;X;1;-;-;-;103;-;-;-;-;-;-;12;165;X;-;-;-;-;-;-;-;-;11;-;-;341;-;-;-;-;-;-;-;-;51;84;55;-;-;2;-;-;-;-;-;-;-;-;-;-
3102605;Andradas (MG);1687;X;X;-;-;-;-;-;114;2;X;-;-;-;-;-;X;18;-;X;-;-;-;-;-;-;-;9;-;-;815;-;X;-;-;-;X;-;-;-;X;349;-;X;35;-;-;-;-;-;-;-;-;-;-
3102704;Cachoeira de Pajeú (MG);664;1;15;-;2;2;-;-;X;77;0;-;-;-;-;1;7;200;9;1;-;-;-;-;-;-;0;168;1;-;152;-;-;-;-;-;-;-;-;X;24;X;0;-;X;-;-;-;-;-;-;-;-;-;-
3102803;Andrelândia (MG);5751;-;3;-;-;-;X;-;X;256;X;-;-;-;-;-;92;799;-;-;-;-;-;-;-;-;-;8;X;-;1353;-;1274;-;-;-;X;-;-;47;91;877;-;X;X;-;-;-;-;-;-;-;-;-;-
3102852;Angelândia (MG);662;1;10;-;5;12;3;-;X;23;1;-;-;-;-;X;5;172;7;0;-;-;-;-;-;-;-;54;3;-;355;-;-;-;-;-;-;-;-;-;2;X;-;X;-;-;-;-;-;-;-;-;-;-;-
3102902;Antônio Carlos (MG);1561;-;36;-;X;-;X;X;2;X;X;-;-;-;X;-;6;119;-;-;-;-;-;-;-;-;-;1;-;-;256;-;-;-;-;-;-;-;-;132;62;939;-;-;X;-;-;-;-;-;-;-;-;-;-
3103009;Antônio Dias (MG);137;-;X;-;X;0;X;-;X;19;X;-;-;-;-;-;1;36;5;-;-;-;-;-;-;-;-;6;-;-;45;-;-;-;-;-;-;-;-;X;7;8;-;-;X;-;-;-;-;-;-;-;-;-;-
3103108;Antônio Prado de Minas (MG);24;-;X;-;-;-;-;-;-;12;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;X;-;-;4;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
3103207;Araçaí (MG);441;-;7;-;X;X;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;1;-;-;30;-;-;-;-;-;-;-;-;25;159;185;-;28;-;-;-;-;-;-;-;-;-;-;-
3103306;Aracitaba (MG);118;-;X;-;0;-;-;-;-;40;-;-;-;-;-;-;23;X;-;-;-;-;-;-;-;-;-;3;-;-;19;-;-;-;-;-;-;-;-;-;16;17;-;-;-;-;-;-;-;-;-;-;-;-;-
3103405;Araçuaí (MG);1542;10;104;1;1;6;10;-;1;285;2;-;-;-;-;X;4;27;223;73;2;-;-;-;-;-;X;192;20;0;369;-;-;-;-;-;-;-;-;3;46;105;2;X;57;-;-;-;-;-;-;-;-;-;-
3103504;Araguari (MG);58353;-;39;-;-;-;X;-;X;26;X;-;-;-;-;-;-;53;X;X;-;-;X;-;-;-;X;167;-;-;22101;-;28825;3390;-;-;1658;-;-;X;60;1599;-;64;19;-;-;-;-;-;-;-;-;-;-
3103603;Arantina (MG);114;-;X;-;X;X;X;-;X;1;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;0;-;-;9;-;-;-;-;-;-;-;-;67;3;27;-;-;-;-;-;-;-;-;-;-;-;-;-
3103702;Araponga (MG);1363;-;-;-;-;X;-;-;X;9;-;-;-;-;-;-;33;575;X;-;-;-;-;-;-;-;X;0;-;-;724;-;-;-;-;-;-;-;-;-;1;19;-;-;X;-;-;-;-;-;-;-;-;-;-
3103751;Araporã (MG);14185;X;X;-;-;-;-;-;-;11472;-;-;-;-;-;-;-;39;X;X;-;-;-;-;-;-;-;94;-;-;377;-;1714;440;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-
3103801;Arapuá (MG);501;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;X;498;-;-;-;-;-;-;-;-;-;-;-;-;-
3103900;Araújos (MG);1561;-;X;-;X;-;-;-;-;47;X;-;-;-;-;-;X;X;2;-;-;-;-;-;-;-;-;292;-;-;15;-;X;-;-;-;-;-;-;X;233;881;-;14;-;-;-;-;-;-;-;-;-;-;-
3104007;Araxá (MG);24555;-;X;-;-;-;-;-;115;2582;-;-;-;-;-;-;X;1010;-;-;-;-;-;-;-;-;-;7;-;-;4623;-;11445;1490;-;-;1318;-;-;-;34;1784;-;X;-;-;-;-;-;-;-;-;-;-;-
3104106;Arceburgo (MG);1964;-;-;-;-;X;-;-;-;701;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;5;-;-;551;-;-;-;-;-;-;-;-;-;36;468;-;X;-;-;-;X;X;-;-;-;-;-;-
3104205;Arcos (MG);6015;-;X;-;-;-;106;-;-;2473;X;-;-;-;-;-;X;34;2;-;-;-;-;-;-;-;-;40;-;-;736;-;467;-;-;-;-;-;-;27;118;2009;-;X;-;-;-;-;-;-;-;-;-;-;-
3104304;Areado (MG);4814;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;230;X;X;-;-;-;-;-;-;-;0;-;-;1100;-;1073;-;-;-;-;-;-;-;X;452;-;-;-;-;-;-;-;-;-;-;-;-;-
3104403;Argirita (MG);885;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;X;6;-;-;-;-;-;-;-;-;-;2;-;-;9;-;-;-;-;-;-;-;-;567;163;135;-;-;-;-;-;-;-;-;-;-;-;-;-
3104452;Aricanduva (MG);1025;0;10;-;1;36;4;-;0;72;0;-;-;-;0;2;9;261;13;0;12;-;-;-;-;-;0;68;3;-;514;-;-;-;-;-;-;-;-;X;2;17;-;-;-;-;-;X;-;-;-;-;-;-;-
3104502;Arinos (MG);9269;9;49;-;-;-;30;-;-;444;-;-;-;-;-;-;4;1780;95;3;-;-;-;-;-;-;-;111;30;-;1685;-;3424;469;-;-;-;-;-;X;19;155;-;536;X;-;-;-;-;-;-;X;-;-;-
3104601;Astolfo Dutra (MG);79;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;7;-;-;-;10;-;-;-;-;-;-;14;-;-;6;-;-;-;-;-;-;-;-;13;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-
3104700;Ataléia (MG);224;0;7;X;0;1;5;-;1;30;0;-;-;-;-;-;14;40;1;9;-;-;X;-;-;-;-;44;2;-;38;-;-;-;X;-;-;-;-;-;27;2;0;-;X;-;-;-;-;-;-;-;-;-;-
3104809;Augusto de Lima (MG);1569;-;22;-;-;-;-;-;-;712;-;-;-;-;-;-;X;73;7;X;-;-;-;-;-;-;-;28;-;-;315;-;-;45;X;-;-;-;-;X;11;7;-;336;-;-;-;-;-;-;-;-;-;-;-
3104908;Baependi (MG);1634;-;1;-;-;-;X;-;-;X;-;-;-;-;-;-;3;17;X;-;-;-;-;-;-;-;-;5;X;-;270;-;X;-;-;-;-;-;-;21;135;841;-;-;X;-;-;-;-;-;-;-;-;-;-
3105004;Baldim (MG);1696;X;20;-;0;1;3;-;-;113;0;-;-;-;-;-;X;21;4;8;-;-;-;-;-;-;-;13;-;-;454;-;X;X;-;-;-;-;-;20;248;321;-;65;X;-;-;X;X;-;-;-;-;-;-
3105103;Bambuí (MG);25351;6;X;-;X;X;X;X;-;13173;-;-;-;-;-;-;X;1472;-;X;-;-;-;-;-;-;-;23;-;-;4616;-;3547;120;-;-;-;-;-;38;45;2184;-;64;2;-;-;-;-;-;-;-;-;-;-
3105202;Bandeira (MG);108;X;1;-;-;X;-;-;X;8;-;-;-;-;-;-;-;17;8;2;-;-;-;-;-;-;-;55;-;-;17;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3105301;Bandeira do Sul (MG);169;-;1;-;X;-;-;-;X;X;-;-;-;-;-;3;X;20;X;-;-;-;-;-;-;-;-;3;-;-;36;-;X;-;-;-;-;-;-;X;-;44;-;X;X;-;-;-;-;-;-;-;-;-;-
3105400;Barão de Cocais (MG);321;0;0;-;0;0;X;-;-;77;0;-;-;-;-;-;1;1;X;0;-;-;-;-;-;-;-;6;X;-;7;-;-;-;-;-;-;-;-;89;79;59;-;-;X;-;-;-;-;-;-;-;-;-;-
3105509;Barão de Monte Alto (MG);396;-;1;-;-;-;9;-;-;8;X;-;-;-;-;-;8;1;X;-;-;-;-;-;-;-;-;2;X;-;15;-;-;-;-;-;-;-;-;254;27;71;-;X;-;-;-;-;-;-;-;-;-;-;-
3105608;Barbacena (MG);3235;-;196;-;0;-;3;X;19;5;1;-;-;-;2;-;88;576;6;X;-;-;-;-;-;-;-;24;X;-;1084;-;-;-;-;-;-;-;-;43;38;1143;-;-;X;-;-;-;-;-;-;-;-;-;-
3105707;Barra Longa (MG);723;0;1;-;0;-;X;-;0;167;X;-;-;-;-;-;10;59;X;X;-;-;-;-;-;-;-;14;-;-;91;-;-;-;-;-;-;-;-;150;173;48;-;X;-;-;-;X;-;-;-;-;-;-;-
3105905;Barroso (MG);228;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;3;13;-;-;-;-;-;-;-;-;-;X;-;-;65;-;-;-;-;-;-;-;-;X;X;129;-;-;-;-;-;-;-;-;-;-;-;-;-
3106002;Bela Vista de Minas (MG);58;-;-;-;-;-;X;-;-;7;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;3;25;18;-;-;-;-;-;-;-;-;-;-;-;-;-
3106101;Belmiro Braga (MG);437;X;0;-;-;-;-;-;-;19;-;-;-;-;-;-;4;2;X;-;-;-;-;-;-;-;-;4;-;-;15;-;-;-;-;-;-;-;-;222;86;83;-;X;-;-;-;-;-;-;-;-;-;-;-
3106200;Belo Horizonte (MG);16;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;0;-;-;X;-;-;-;-;-;-;-;-;4;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-
3106309;Belo Oriente (MG);327;X;2;-;X;1;X;-;X;84;-;-;-;-;-;-;8;47;6;0;-;-;-;-;-;-;-;5;-;-;99;-;-;X;-;-;-;-;-;18;9;29;-;X;5;-;-;-;-;-;-;-;-;-;-
3106408;Belo Vale (MG);386;-;0;-;X;-;X;-;X;20;X;-;-;-;-;-;6;25;X;-;-;-;-;-;-;-;-;100;-;-;53;-;-;-;-;-;-;-;-;22;65;83;-;X;3;-;-;-;-;-;-;-;-;-;-
3106507;Berilo (MG);787;122;54;0;2;13;2;-;0;121;0;-;-;-;-;X;X;19;32;22;-;-;-;-;-;-;X;61;3;-;215;-;-;-;-;-;-;-;-;58;30;20;0;X;11;-;-;-;-;-;-;-;-;-;-
3106606;Bertópolis (MG);112;X;1;-;-;-;-;-;-;5;-;-;-;-;-;-;X;20;X;X;-;-;-;-;-;-;-;56;-;-;26;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3106655;Berizal (MG);325;X;46;-;-;-;-;-;-;X;-;-;-;-;-;-;X;124;X;-;-;-;-;-;-;-;-;37;-;-;79;-;-;-;-;-;-;-;-;-;6;24;3;-;-;-;-;-;-;-;-;-;-;-;-
3106705;Betim (MG);314;X;5;-;1;2;-;-;X;43;0;-;-;-;-;0;3;22;1;2;-;-;-;-;-;-;X;46;0;-;54;-;-;-;-;-;-;-;-;46;35;25;-;31;-;-;-;-;-;-;-;-;-;-;-
3106804;Bias Fortes (MG);562;-;-;-;-;-;1;-;-;X;-;-;-;-;-;-;6;31;-;X;-;-;-;-;-;-;-;0;-;-;75;-;-;-;-;-;-;-;-;184;136;123;-;-;-;-;-;-;-;-;-;-;-;-;-
3106903;Bicas (MG);379;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;181;50;122;-;-;-;-;-;-;-;-;-;-;-;-;-
3107000;Biquinhas (MG);907;4;X;-;X;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;15;-;-;99;-;-;-;-;-;-;-;-;52;361;309;-;46;7;-;-;-;-;-;-;-;-;-;-
3107109;Boa Esperança (MG);11560;1;7;-;X;2;9;453;X;22;X;-;-;-;-;0;4;750;6;-;-;-;-;-;-;-;-;18;2;-;4071;-;3804;-;-;-;903;-;-;-;3;1142;-;270;1;-;-;X;-;X;-;-;-;-;-
3107208;Bocaina de Minas (MG);326;-;X;-;X;-;-;X;X;8;-;-;-;-;-;-;7;22;-;-;-;-;-;-;-;-;-;1;-;-;34;-;-;-;-;-;-;-;-;-;12;221;-;-;X;-;-;-;-;-;-;-;-;-;-
3107307;Bocaiúva (MG);5484;25;96;-;7;7;170;-;X;952;2;-;-;-;-;1;X;533;36;105;-;-;-;-;-;-;-;480;20;-;1337;-;-;X;-;-;-;-;-;76;715;338;X;574;6;-;-;-;-;-;-;-;-;-;-
3107406;Bom Despacho (MG);10769;X;151;-;-;X;-;-;-;2096;-;-;-;-;-;-;-;328;X;X;-;X;-;-;-;-;-;52;-;-;879;-;1920;-;X;-;-;-;-;X;159;4224;-;315;X;-;-;-;-;X;-;-;-;-;-
3107505;Bom Jardim de Minas (MG);256;-;1;-;X;-;-;-;-;8;-;-;-;-;-;-;17;5;-;X;-;-;-;-;-;-;-;1;-;-;32;-;-;-;-;-;-;-;-;X;28;95;-;-;X;-;-;-;-;-;-;-;-;-;-
3107604;Bom Jesus da Penha (MG);7749;-;X;-;X;-;X;X;X;X;X;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;X;-;-;2128;-;3791;305;-;-;X;-;-;-;2;854;-;X;-;-;-;-;-;-;-;-;-;-;-
3107703;Bom Jesus do Amparo (MG);238;X;0;-;X;-;-;-;X;36;-;-;-;-;-;-;-;1;X;-;-;-;-;-;-;-;-;3;-;-;17;-;-;-;-;-;-;-;-;47;72;61;-;-;-;-;-;-;-;-;-;-;-;-;-
3107802;Bom Jesus do Galho (MG);1874;-;X;-;-;12;4;-;-;385;-;-;-;-;-;-;13;334;23;-;-;-;-;-;-;-;-;130;-;-;641;-;-;-;-;-;-;-;-;X;99;210;-;X;-;-;-;-;-;-;-;-;-;-;-
3107901;Bom Repouso (MG);696;-;X;-;-;-;-;-;410;-;-;-;-;-;6;-;X;1;2;1;-;-;-;-;-;-;-;3;-;-;222;-;-;-;-;-;-;-;-;-;-;43;-;-;X;-;-;-;-;-;-;-;-;-;-
3108008;Bom Sucesso (MG);2043;-;X;-;-;-;X;-;X;39;-;-;-;-;-;-;X;9;-;-;-;-;-;-;-;-;-;2;-;-;242;-;-;-;-;-;-;-;-;X;39;1636;-;-;-;-;-;-;-;-;-;21;-;-;-
3108107;Bonfim (MG);865;-;10;-;-;X;2;-;X;31;-;-;-;-;-;-;4;19;-;-;-;-;X;-;-;-;-;354;-;-;61;-;X;-;-;-;-;-;-;104;129;149;-;-;-;-;-;-;-;-;-;-;-;-;-
3108206;Bonfinópolis de Minas (MG);33712;X;X;-;-;-;-;-;-;5;-;-;-;-;-;-;70;2485;X;X;-;-;-;-;-;-;-;12;X;-;8829;-;20923;X;-;-;-;-;-;-;135;1105;-;X;X;-;-;-;X;-;-;-;-;-;-
3108255;Bonito de Minas (MG);1097;0;7;-;0;-;103;-;-;208;0;-;-;-;-;-;5;308;88;7;-;-;-;-;-;-;-;285;6;-;61;-;-;X;-;-;-;-;-;X;8;-;-;6;X;-;-;-;-;-;-;-;-;-;-
3108305;Borda da Mata (MG);1474;-;3;-;-;-;-;-;-;9;X;-;-;-;-;-;X;9;-;-;-;-;-;-;-;-;-;15;-;-;375;-;X;-;-;-;-;-;-;10;10;958;-;-;X;-;-;-;-;-;-;-;-;-;-
3108404;Botelhos (MG);1013;-;X;-;-;-;-;X;-;43;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;3;-;-;772;-;-;-;-;-;-;-;-;-;-;101;-;-;X;-;-;-;-;-;-;-;-;-;-
3108503;Botumirim (MG);646;4;12;-;3;12;8;-;0;91;0;-;-;-;-;1;2;124;37;9;-;X;-;-;-;-;X;73;4;-;221;-;-;-;-;-;-;-;-;X;41;4;X;X;X;-;-;-;-;-;-;-;-;-;-
3108552;Brasilândia de Minas (MG);9151;X;14;-;-;-;6;-;-;303;-;-;-;-;-;-;-;2321;2;-;-;-;-;-;-;-;-;29;5;-;2066;-;X;-;-;-;-;-;-;-;56;439;X;75;-;-;-;-;X;-;-;-;-;-;-
3108602;Brasília de Minas (MG);2433;0;8;-;2;3;3;-;X;482;0;-;-;-;-;19;52;65;122;7;-;-;-;-;-;-;-;239;4;-;599;-;-;34;X;-;-;-;-;-;45;18;X;69;-;-;-;X;-;-;-;-;-;-;653
3108701;Brás Pires (MG);533;-;-;-;-;-;-;-;X;17;-;-;-;-;-;-;87;106;25;X;-;-;-;-;-;-;-;-;-;-;187;-;-;-;-;-;-;-;-;-;15;83;-;-;-;-;-;-;-;-;-;-;-;-;-
3108800;Braúnas (MG);700;0;1;-;0;6;-;-;X;52;-;-;-;-;-;-;10;95;99;-;-;-;-;-;-;-;-;6;-;-;220;-;-;-;-;-;-;-;-;8;165;32;-;-;6;-;-;X;X;-;-;-;-;-;-
3108909;Brazópolis (MG);1006;-;1;-;X;-;-;-;X;X;X;-;-;-;-;X;-;9;2;-;-;-;-;-;-;-;-;169;-;-;70;-;-;-;-;-;-;-;-;11;42;697;-;-;-;-;-;-;-;-;-;-;-;-;-
3109006;Brumadinho (MG);887;-;0;-;X;1;X;-;-;169;-;-;-;-;-;-;1;48;-;-;-;-;-;-;-;-;-;36;-;-;96;-;-;-;-;-;-;-;-;26;169;322;-;X;-;-;-;-;-;-;-;-;-;-;-
3109105;Bueno Brandão (MG);2062;-;2;-;X;X;-;-;797;39;-;-;-;-;16;-;-;64;-;4;-;-;-;-;-;-;-;51;-;-;633;-;-;-;-;-;X;-;-;-;8;408;-;-;31;-;-;-;-;-;-;-;X;-;-
3109204;Buenópolis (MG);1433;-;20;-;-;-;X;-;-;511;-;-;-;-;-;-;5;49;X;-;-;-;-;-;-;-;-;35;-;-;161;-;X;412;X;-;-;-;-;-;8;28;-;185;-;-;-;-;-;-;-;-;-;-;-
3109253;Bugre (MG);43;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;3;-;-;-;-;-;-;-;-;X;X;X;-;X;-;-;-;-;-;-;-;-;-;-;-
3109303;Buritis (MG);112725;-;62;X;X;1;21;-;X;167;-;-;-;-;-;-;1066;8912;30;2;-;-;X;-;-;-;-;92;34;-;21681;-;69045;3794;-;-;X;-;-;43;93;1285;-;520;-;-;-;-;X;3560;-;-;-;-;X
3109402;Buritizeiro (MG);21546;-;6;X;-;-;-;-;-;3;X;-;-;-;-;-;X;968;8;X;-;-;-;-;-;-;-;92;7;-;6662;-;13146;-;-;-;-;-;-;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-
3109451;Cabeceira Grande (MG);29360;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;X;X;-;X;-;-;-;-;-;-;-;6;-;-;10389;-;14292;X;-;-;-;-;-;-;8;428;-;120;-;-;-;-;X;-;-;-;-;-;-
3109501;Cabo Verde (MG);2175;-;0;-;X;X;X;164;X;374;-;-;-;-;-;X;1;181;-;-;-;-;-;-;-;-;-;2;X;-;909;-;X;X;-;-;X;-;-;X;X;348;-;35;-;-;-;-;-;-;-;-;-;-;-
3109600;Cachoeira da Prata (MG);94;-;X;-;-;X;-;-;-;X;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;X;-;-;4;-;-;-;-;-;-;-;-;29;27;X;-;X;-;-;-;-;-;-;-;-;-;-;-
3109709;Cachoeira de Minas (MG);3084;-;X;-;-;-;X;-;X;-;-;-;-;-;-;-;9;55;7;-;-;-;-;-;-;-;-;1336;-;-;803;-;-;-;-;-;-;-;-;11;X;832;-;-;-;-;-;-;-;-;-;-;-;-;-
3109808;Cachoeira Dourada (MG);11278;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2468;-;4427;X;-;-;-;-;-;-;-;209;-;-;-;X;-;-;X;X;-;-;-;-;X
3109907;Caetanópolis (MG);468;-;X;-;-;X;X;-;-;40;X;-;-;-;-;-;-;5;X;-;-;-;-;-;-;-;-;7;-;-;23;-;-;-;-;-;-;-;-;31;123;217;-;19;-;-;-;-;-;-;-;-;-;-;-
3110004;Caeté (MG);410;X;0;-;0;1;X;-;X;42;-;-;-;-;-;X;2;26;1;1;-;-;-;-;-;-;-;6;X;-;41;-;-;-;-;-;-;-;-;105;62;122;X;-;-;-;-;-;-;-;-;-;-;-;X
3110103;Caiana (MG);407;0;10;-;0;1;-;-;X;1;-;-;-;-;-;X;98;39;-;-;-;-;0;-;-;-;-;15;0;X;155;-;X;-;-;-;-;-;-;13;12;60;-;-;-;-;-;X;X;-;-;-;-;-;-
3110202;Cajuri (MG);910;-;2;-;-;1;-;-;X;5;-;-;-;-;-;-;71;137;-;-;-;-;-;-;-;-;-;X;-;-;477;-;-;-;-;-;-;-;-;-;2;212;-;-;X;-;-;-;-;-;-;-;-;-;-
3110301;Caldas (MG);5810;-;67;-;X;-;X;111;503;X;-;-;-;-;-;X;11;479;1;-;-;-;X;-;-;-;-;4;-;-;1447;-;X;-;-;-;X;-;-;X;49;2663;-;-;24;-;-;-;-;-;-;-;-;-;-
3110400;Camacho (MG);434;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;7;62;-;-;-;-;-;-;-;-;-;X;-;-;206;-;-;-;-;-;-;-;-;-;14;143;-;-;-;-;-;-;-;-;-;-;-;-;-
3110509;Camanducaia (MG);870;-;1;-;-;-;-;-;495;2;-;-;-;-;16;-;X;9;0;-;-;-;-;-;-;-;-;0;-;-;215;-;-;-;-;-;-;-;-;1;22;97;-;-;X;-;-;-;-;-;-;-;-;-;-
3110608;Cambuí (MG);630;-;0;-;X;X;X;-;8;11;X;-;-;-;-;1;0;24;X;-;-;-;-;-;-;-;-;5;X;-;270;-;-;-;-;-;-;-;-;39;15;255;-;-;X;-;-;-;-;-;-;-;-;-;-
3110707;Cambuquira (MG);3636;-;X;-;-;-;-;X;-;X;-;-;-;-;-;-;X;26;-;-;-;-;-;-;-;-;-;1;-;-;1762;-;848;-;-;-;X;-;-;31;5;265;-;-;X;-;-;-;-;-;-;-;-;-;-
3110806;Campanário (MG);217;1;13;-;-;X;-;-;-;57;-;-;-;-;-;-;-;5;7;-;-;-;-;-;-;-;-;4;-;-;48;-;-;-;-;-;-;-;-;X;56;3;X;X;-;-;-;-;-;-;-;-;-;-;-
3110905;Campanha (MG);4250;-;X;-;-;-;-;-;X;23;-;-;-;-;-;-;X;51;-;-;-;-;-;-;-;-;-;2;-;-;1555;-;1896;-;-;-;524;-;-;X;8;132;-;-;6;-;-;-;-;-;-;-;-;-;-
3111002;Campestre (MG);3982;-;10;-;-;-;2;X;141;11;-;-;-;-;-;X;X;256;5;9;X;-;-;-;-;-;-;23;-;-;1816;-;930;-;-;-;-;-;-;-;26;610;-;-;22;-;-;-;-;-;-;-;-;-;-
3111101;Campina Verde (MG);11967;5;1;-;-;X;4;-;X;4041;-;-;-;-;-;-;-;1;0;X;-;-;-;-;-;-;X;85;2;-;904;-;4581;820;-;-;-;-;-;173;494;615;-;239;-;-;-;-;-;-;-;-;-;-;-
3111150;Campo Azul (MG);341;-;3;-;-;4;-;-;-;37;-;-;-;-;-;X;3;38;32;X;-;-;-;-;-;-;-;51;X;-;169;-;-;-;-;-;-;-;-;-;X;1;-;-;-;-;-;-;-;-;-;-;-;-;-
3111200;Campo Belo (MG);2556;-;X;-;-;-;-;-;-;33;-;-;-;-;-;-;-;15;-;11;-;-;-;-;-;-;-;16;-;-;1084;-;X;-;-;-;-;-;-;18;13;1075;-;X;14;-;-;-;-;-;-;-;-;-;-
3111309;Campo do Meio (MG);4791;X;7;-;X;9;11;X;X;X;-;-;-;-;-;X;12;752;X;-;-;-;-;-;-;-;-;25;1;-;2167;-;1211;X;-;-;X;-;-;-;-;205;-;X;X;-;-;-;-;-;-;-;-;-;-
3111408;Campo Florido (MG);63751;X;7;-;-;2;X;-;X;36356;-;-;-;-;-;X;-;1002;1;-;-;X;-;-;-;-;-;16;3;-;5593;-;16761;3188;-;-;-;-;-;39;24;667;-;87;3;-;-;-;-;-;-;-;-;-;-
3111507;Campos Altos (MG);10352;X;X;-;536;-;-;-;443;X;X;-;-;-;-;-;-;232;X;-;-;-;-;-;-;-;-;11;-;-;3454;-;2322;-;-;-;935;-;445;-;13;977;-;X;X;-;-;-;-;X;X;-;X;-;X
3111606;Campos Gerais (MG);6508;2;3;-;X;0;3;122;X;15;X;-;-;-;X;0;35;684;-;-;X;-;-;-;-;-;-;3;1;-;2904;-;1745;X;-;-;X;-;-;X;3;743;-;X;63;-;-;-;-;-;-;-;-;-;-
